competition,date,weight,contest_code,winner,white,blue,country_white,country_blue,time_seconds,technique,score_type,tag_group
Qingdao Grand Prix 2026,2026-06-26,-73,gp_chn2026_0001_m_0073_0045,MAMMADALIYEV Rashid,MAMMADALIYEV Rashid,CADIGNAN Nathan,Azerbaijan,France,452.21,Tai-otoshi,Yuko,33
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0045,CASSE Matthias,CASSE Matthias,PONS Bastien,Belgium,France,393.03,Kansetsu waza from tachi waza,Shido,113
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0045,CASSE Matthias,CASSE Matthias,PONS Bastien,Belgium,France,419.98,Cancel Ippon,No score,123
Qingdao Grand Prix 2026,2026-06-26,-81,gp_chn2026_0001_m_0081_0045,CASSE Matthias,CASSE Matthias,PONS Bastien,Belgium,France,741.73,Soto-makikomi,Ippon,35
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0045,RUTOVIC Boris,RUTOVIC Boris,KUDIEV Kurban,Serbia,Russian Federation,89.06,Sode-tsurikomi-goshi,Yuko,30
Qingdao Grand Prix 2026,2026-06-26,-90,gp_chn2026_0001_m_0090_0045,RUTOVIC Boris,RUTOVIC Boris,KUDIEV Kurban,Serbia,Russian Federation,372.81,Outside-Contest-Area,HSK (3rd shido),112
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0046,KALETA Aleksandra,KALETA Aleksandra,ALIYEVA Leyla,Poland,Azerbaijan,62.04,Uchi-mata,Waza-ari,29
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0046,KALETA Aleksandra,KALETA Aleksandra,ALIYEVA Leyla,Poland,Azerbaijan,136.29,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-52,gp_chn2026_0002_f_0052_0046,KALETA Aleksandra,KALETA Aleksandra,ALIYEVA Leyla,Poland,Azerbaijan,149.27,Juji-gatame,Ippon,24
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0046,MUKHINA Olga,MUKHINA Olga,BOZKURT Hasret,Russian Federation,Türkiye,230.33,Sumi-otoshi,Waza-ari,33
Qingdao Grand Prix 2026,2026-06-26,-57,gp_chn2026_0002_f_0057_0046,MUKHINA Olga,MUKHINA Olga,BOZKURT Hasret,Russian Federation,Türkiye,263.05,Osaekomi,Waza-ari-awasete-ippon,124
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0046,BADUROVA Kamila,BADUROVA Kamila,ORUC Sinem,Russian Federation,Türkiye,209.55,Escape-With-Head,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0046,BADUROVA Kamila,BADUROVA Kamila,ORUC Sinem,Russian Federation,Türkiye,303.49,Defensive-Posture,Shido,112
Qingdao Grand Prix 2026,2026-06-26,-70,gp_chn2026_0002_f_0070_0046,BADUROVA Kamila,BADUROVA Kamila,ORUC Sinem,Russian Federation,Türkiye,482.02,Illegal-Grip-Breaking,HSK (3rd shido),111
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0046,GULENAY Tuana,MA Zhenzhao,GULENAY Tuana,People's Republic of China,Türkiye,60.24,Unorthodox kumi-kata too long,Shido,111
Qingdao Grand Prix 2026,2026-06-26,-78,gp_chn2026_0002_f_0078_0046,GULENAY Tuana,MA Zhenzhao,GULENAY Tuana,People's Republic of China,Türkiye,387.76,O-uchi-gari,Yuko,29
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0046,BOTUROV Bakhrom,ISMAEL Diego,BOTUROV Bakhrom,Brazil,Uzbekistan,148.17,Yoko-shiho-gatame,Ippon,25
Qingdao Grand Prix 2026,2026-06-26,-60,gp_chn2026_0001_m_0060_0046,BOTUROV Bakhrom,ISMAEL Diego,BOTUROV Bakhrom,Brazil,Uzbekistan,148.17,Osaekomi,Ippon,124
Qingdao Grand Prix 2026,2026-06-26,-66,gp_chn2026_0001_m_0066_0046,HAMROYEV Dilshodbek,HAMROYEV Dilshodbek,DE TULLIO Giuseppe,Uzbekistan,Italy,161.70,O-uchi-gari,Yuko,29
